"parameter","species","mean","lower","upper","prob_pos","prob_neg"
"shrub","FOSP",0.794435143638108,0.667249568308696,0.911727043106795,1,0
"shrub","GCKI",-0.0181457122291035,-0.271714173411299,0.226167532753087,0.452,0.548
"shrub","GRFL",-0.226780246314402,-0.653295651301918,0.171160017726946,0.179,0.821
"shrub","GTTO",0.0272265431091099,-0.0955324703045716,0.18100816973398,0.6255,0.3745
"shrub","HAFL",-0.138446899946396,-0.313439779349995,0.0884521566375908,0.135,0.865
"shrub","HAWO",-0.084496448276298,-0.169417603823145,0.00656049640424583,0.0625,0.9375
"shrub","HETH",-0.163168024503516,-0.515315094906556,0.171371132757846,0.211,0.789
"shrub","HEWA",-0.0895307463733846,-0.2813360366054,0.107046503757289,0.208,0.792
"shrub","HOFI",0.0519403785423013,-0.354327283062607,0.456193679684907,0.5805,0.4195
"shrub","HOWR",0.0618503460700994,-0.0455266752515762,0.172079711141769,0.817,0.183
"shrub","HUVI",-0.160951568869477,-0.472726296685041,0.137760148898726,0.199,0.801
"shrub","LAGO",-0.107931752579895,-0.348451460790316,0.116180557541841,0.2215,0.7785
"shrub","LASP",0.0412050036455024,-0.374706926281482,0.42070613816946,0.5535,0.4465
"shrub","LAZB",0.431694191087576,0.332719567636179,0.521170178124098,1,0
"shrub","LEGO",-0.103247438437677,-0.318335813113748,0.121220359451913,0.213,0.787
"shrub","LEWO",0.0494778221523742,-0.350831959233216,0.387736208472153,0.5945,0.4055
"shrub","LISP",-0.336185724554243,-0.706738935052564,0.0549285024154233,0.077,0.923
"shrub","MGWA",0.419765248161802,0.324231746655564,0.525602648915958,1,0
"shrub","MOBL",-0.212278418209148,-0.361106830903184,-0.0567093033708994,0.01,0.99
"shrub","MOCH",-0.204088120855025,-0.318811310060715,-0.091010976247702,0.003,0.997
"shrub","MODO",0.00651597621337354,-0.16619499827062,0.178708582590694,0.531,0.469
"shrub","MOUQ",0.157610815814224,0.0320082106956578,0.273731700632404,0.9835,0.0165
"shrub","NAWA",0.394796287902644,0.275109667999504,0.503022227832836,1,0
"shrub","NOFL",0.0855747601938747,-0.0150843025401011,0.198111246715707,0.9065,0.0935
"shrub","NUWO",0.0556850007289938,-0.381834088317575,0.499933937343309,0.5845,0.4155
"shrub","OSFL",0.108912448674905,-0.0065064729017372,0.250027480263882,0.9195,0.0805
"shrub","PAWR",0.0523935145685986,-0.302544769180449,0.434346448712141,0.593,0.407
"shrub","PIGR",-0.0192601235613172,-0.434349672148112,0.44499071053269,0.4735,0.5265
"shrub","PISI",-0.30119978045907,-0.542341212553643,-0.0663416748619981,0.019,0.981
"shrub","PIWO",-0.0148391118810374,-0.297874726119745,0.252561209997663,0.4595,0.5405
"shrub","PSFL",-0.53355059284837,-0.880364043503325,-0.183553410418567,0.005,0.995
"shrub","PUFI",-0.0868390716571805,-0.29257003396679,0.112737136227141,0.2395,0.7605
"shrub","PYNU",-0.0852371635331639,-0.485569388029924,0.338883873578817,0.3745,0.6255
"shrub","RBNU",-0.102415974677983,-0.207229435358591,-0.00533038777715024,0.0525,0.9475
"shrub","RBSA",-0.060701584646102,-0.248522459042419,0.145998930750005,0.3025,0.6975
"shrub","RCSP",0.0886627535722915,-0.328928345948481,0.470540859338355,0.6485,0.3515
"shrub","RECR",-0.0807953986905992,-0.431238419601736,0.265180474859334,0.357,0.643
"shrub","ROWR",-0.196591480793688,-0.47181341373906,0.109863057595739,0.131,0.869
"shrub","SOGR",-0.203553707517232,-0.565883329940201,0.236526242456031,0.202,0.798
"shrub","SOSP",0.194918395632077,-0.0805278264704389,0.468232538595548,0.8835,0.1165
"shrub","SPTO",0.251851264501796,0.134763573656264,0.366853595800775,1,0
"shrub","STJA",-0.0810812751658031,-0.181704845542628,0.0170768995574122,0.0895,0.9105
"shrub","TOSO",-0.156851767898784,-0.292912305195162,-0.042540792258655,0.0175,0.9825
"shrub","VASW",0.0286990307004431,-0.385877693744468,0.478977435889633,0.5405,0.4595
"shrub","WAVI",0.130131449259551,-0.050648660049968,0.346772489864526,0.858,0.142
"shrub","WBNU",-0.226197739737752,-0.42304697397739,-0.0639246459703421,0.0155,0.9845
"shrub","WEBL",-0.212027648168357,-0.386618893877491,-0.0635310856333006,0.017,0.983
"shrub","WESJ",0.189214151686036,-0.167427555060665,0.552322349899829,0.812,0.188
"shrub","WETA",-0.0407519237591384,-0.121599345896544,0.0395617736422596,0.195,0.805
"shrub","WEWP",0.0216500837079086,-0.0711787451119476,0.106475605248862,0.643,0.357
"shrub","WHWO",-0.0293993249007683,-0.144198636872827,0.0826157614662822,0.337,0.663
"shrub","WIWA",0.0376372874863562,-0.173961199669698,0.243791018314992,0.6245,0.3755
"shrub","WREN",0.158982869329181,-0.153576177607604,0.45362773982678,0.791,0.209
"shrub","YEWA",0.509964339416649,0.342559148615495,0.693037203604782,1,0
"shrub","YRWA",0.0467278064300174,-0.270205736446345,0.372263654793365,0.5955,0.4045
"shrub","CALT",-0.0314404628174935,-0.450320612699879,0.393321028190561,0.4605,0.5395
"shrub","CLNU",-0.00388585192790821,-0.412451383305275,0.416652580372307,0.4855,0.5145
"shrub","RWBL",-0.166180646074215,-0.54780191805162,0.229831595627037,0.2465,0.7535
"shrub","WISA",-0.161816850790686,-0.545542095104414,0.237655349513411,0.2545,0.7455
"shrub","BESP",-0.000808928701890161,-0.409254593814597,0.472085341636368,0.4995,0.5005
"shrub","AMGO",-0.0391661668061172,-0.438551565623478,0.401755649899505,0.447,0.553
"shrub","OATI",0.0473970751420025,-0.33516972197964,0.46686063791687,0.5945,0.4055
"shrub","VESP",0.0508632122985423,-0.368957135809229,0.469123123669631,0.5865,0.4135
"shrub","YBCH",-0.00406602374644205,-0.4641377247857,0.451934995494956,0.496,0.504
"shrub","MWCS",-0.0431428706089632,-0.501395298681602,0.388625720696078,0.436,0.564
"ysf","ACWO",-0.495833926757483,-1.49742792149813,0.573002628273666,0.2115,0.7885
"ysf","AMRO",-0.662639345199484,-1.64871122213435,0.176049838804362,0.109,0.891
"ysf","ANHU",0.592982899756509,-0.538202638320586,1.59810123347934,0.8185,0.1815
"ysf","ATFL",-0.311987733669837,-2.16606411316009,1.55066543427744,0.3935,0.6065
"ysf","BBWO",-1.75086331153935,-2.9707533916515,-0.439668062636429,0.007,0.993
"ysf","BCSP",-0.0236619500376937,-2.46249710932207,2.13032664307171,0.4985,0.5015
"ysf","BEWR",2.91499499855478,1.72950399521449,4.26412648532829,1,0
"ysf","BGGN",-0.166540861700543,-1.42884155776688,1.08483779526973,0.4135,0.5865
"ysf","BHCO",1.01167843630506,0.0379782622145066,2.01926849643156,0.9555,0.0445
"ysf","BHGR",0.721265398368805,0.165193638500916,1.34880511819259,0.98,0.02
"ysf","BRBL",0.447518880835914,-1.04384842247474,2.02225577577965,0.6905,0.3095
"ysf","BRCR",1.08355551105102,0.333938742997233,1.74317714094696,0.997,0.003
"ysf","BRSP",3.02208536859177,1.5532561080112,4.45080840429113,1,0
"ysf","BTPI",1.10941179478163,-0.284210570319351,2.51258507361017,0.908,0.092
"ysf","BTYW",-1.68741160386373,-2.5721945923561,-0.707739382512603,0.0015,0.9985
"ysf","BUOR",-0.185016006761826,-2.09018106301048,1.49707147889823,0.435,0.565
"ysf","BUSH",2.83522247134112,1.40217145189507,4.25111244461295,1,0
"ysf","CAFI",-0.776114760877002,-1.36809443920319,-0.175724135446563,0.0145,0.9855
"ysf","CAHU",-1.18834144177338,-2.32047726427403,-0.0499586570924713,0.0405,0.9595
"ysf","CANW",1.08063048995988,-0.343345842950357,2.66785474709614,0.8765,0.1235
"ysf","CAQU",1.55909899444497,0.249932179310362,2.9305763757948,0.972,0.028
"ysf","CAVI",-0.760299271282517,-1.48336809007814,-0.0306391007024865,0.042,0.958
"ysf","CBCH",0.0343391555458658,-1.64476430421355,1.74601028361657,0.525,0.475
"ysf","CHSP",0.905429024636633,0.0913194013433778,1.79440582854559,0.958,0.042
"ysf","DEJU",-1.43872290033639,-2.25534590994161,-0.674965689671639,0.001,0.999
"ysf","DOWO",-1.63457201181175,-3.07670379332255,0.0304633713998203,0.0375,0.9625
"ysf","DUFL",0.954612718743827,0.413709549240524,1.49667773770115,0.9975,0.00249999999999995
"ysf","EUST",0.464431754524649,-1.09578702964984,1.97885535292766,0.686,0.314
"ysf","EVGR",-0.464498664819171,-1.4738063394237,0.657960886135177,0.251,0.749
"ysf","FOSP",3.23575213968787,2.44555559640514,3.97132824677665,1,0
"ysf","GCKI",-0.791262083025184,-1.71222662436542,0.0481195988269871,0.066,0.934
"ysf","GRFL",-0.147010131927702,-1.46163777539106,1.48606317476949,0.432,0.568
"ysf","GTTO",3.52638782885716,2.74752960194863,4.25650378437393,1,0
"ysf","HAFL",-1.22030861374739,-2.09178421293093,-0.143839450253723,0.016,0.984
"ysf","HAWO",-1.91076475275905,-2.61339954591504,-1.19503460778994,0,1
"ysf","HETH",-2.07445667903538,-3.29387862434581,-0.855448888254879,0.003,0.997
"ysf","HEWA",-1.7920868181498,-2.44410019531177,-1.06295897075345,0,1
"ysf","HOFI",-0.479883921553702,-2.04459320984645,1.11409500607503,0.31,0.69
"ysf","HOWR",5.68002753710217,4.86291665455509,6.43896283622295,1,0
"ysf","HUVI",-0.432408264065836,-1.50124086793775,0.690619724265873,0.267,0.733
"ysf","LAGO",-3.33378637655381,-4.52398547014374,-2.02033378787848,0,1
"ysf","LASP",-0.926403684845973,-2.98831234516295,1.13977078647754,0.24,0.76
"ysf","LAZB",-0.151842655663822,-0.67094239649923,0.35576161995239,0.311,0.689
"ysf","LEGO",-0.786230314333847,-1.6811345210218,0.0819079680460749,0.0725,0.9275
"ysf","LEWO",1.12586850081091,-0.28961173409395,2.58457713750903,0.896,0.104
"ysf","LISP",0.663847926712071,-0.383776795296547,1.92019571422379,0.8265,0.1735
"ysf","MGWA",3.72716140962326,2.88527500868767,4.618442821852,1,0
"ysf","MOBL",0.653915594355904,-0.111296901857038,1.50524319189613,0.9075,0.0925
"ysf","MOCH",-0.115322069560113,-0.6982728124477,0.495886296369374,0.4005,0.5995
"ysf","MODO",0.0133642420022783,-1.05733561876183,1.21869560805144,0.507,0.493
"ysf","MOUQ",2.38656167209286,1.32057347023915,3.30883179952951,1,0
"ysf","NAWA",2.52135347570862,1.86618610270274,3.1918071408138,1,0
"ysf","NOFL",1.42237092792558,0.776374393045588,2.12160406334547,1,0
"ysf","NUWO",-0.00531537171155366,-1.65661240021319,1.7373301391101,0.4895,0.5105
"ysf","OSFL",-0.496040661010409,-1.1503502085386,0.159955428961547,0.1,0.9
"ysf","PAWR",-0.0128859956446907,-1.56497460845261,1.51746468497112,0.503,0.497
"ysf","PIGR",-1.20944271850231,-3.35785553819923,0.800680507336717,0.1695,0.8305
"ysf","PISI",-1.11275382782206,-2.05844641572203,-0.278377530132176,0.0235,0.9765
"ysf","PIWO",-1.11097879398376,-2.3950523398661,0.30019249242078,0.0865,0.9135
"ysf","PSFL",-1.67685705269336,-2.89432081359323,-0.376031358282086,0.0115,0.9885
"ysf","PUFI",-2.33279377129892,-3.34747111786477,-1.39076857399899,0,1
"ysf","PYNU",1.87256544447624,0.567681367012746,3.22697662327586,0.9895,0.0105
"ysf","RBNU",-1.87205612637638,-2.60915003242864,-1.21426210803528,0,1
"ysf","RBSA",0.499319601369665,-0.656412828310211,1.56317877971789,0.778,0.222
"ysf","RCSP",-0.595542773175029,-2.63255610717637,1.53067547419592,0.338,0.662
"ysf","RECR",-0.51032982894652,-2.13987623158334,0.929280875106612,0.2705,0.7295
"ysf","ROWR",-0.00158797457429229,-1.07889853202439,1.00172681590896,0.4995,0.5005
"ysf","SOGR",0.420094061480914,-0.893507340631546,1.86488431100879,0.6845,0.3155
"ysf","SOSP",1.83678147976955,0.818105524314896,2.8463937971381,0.9985,0.00149999999999995
"ysf","SPTO",2.29570170520897,1.69675285391928,2.94948489239187,1,0
"ysf","STJA",0.557949039058699,-0.111832638763879,1.13849716421057,0.936,0.0639999999999999
"ysf","TOSO",-2.3890507770346,-3.32355636984553,-1.39834133282882,0,1
"ysf","VASW",-0.558184297952864,-2.51805615595906,1.57364687007275,0.3385,0.6615
"ysf","WAVI",-0.954066366092612,-1.83493624763238,-0.169332635241916,0.0305,0.9695
"ysf","WBNU",0.763993789384966,-0.299520912116053,1.83174962297903,0.8775,0.1225
"ysf","WEBL",1.32734385641325,0.478019652014637,2.2519855833785,0.996,0.004
"ysf","WESJ",1.0405654504801,-0.330531238577275,2.35439884149869,0.898,0.102
"ysf","WETA",-2.63430526902999,-3.28782788337202,-1.85327164268472,0,1
"ysf","WEWP",-0.357998188494777,-1.05519195364291,0.262430450727947,0.182,0.818
"ysf","WHWO",-2.874977971935,-3.68304814796968,-1.89664431868909,0,1
"ysf","WIWA",2.0164760415456,0.943555252485998,3.29326800164637,0.999,0.001
"ysf","WREN",2.03221247449598,0.461399885184692,3.44652443531035,0.9875,0.0125
"ysf","YEWA",2.86477951037371,1.94865949244418,3.72777155598134,1,0
"ysf","YRWA",2.26039830398883,1.04023021248625,3.47932271241137,0.9995,0.000499999999999945
"ysf","CALT",1.19288573489651,-0.451209348981343,2.63393642233762,0.899,0.101
"ysf","CLNU",1.59848327334958,-0.448147141121147,3.26127749597007,0.9245,0.0755
"ysf","RWBL",1.47888027420777,-0.276371782532851,3.06731292444951,0.9325,0.0675
"ysf","WISA",0.840082130989313,-0.660667782517085,2.48901206302966,0.803,0.197
"ysf","BESP",0.0213174976304897,-2.04983996711836,2.56013621180956,0.516,0.484
"ysf","AMGO",-0.336257825699663,-2.44118503582165,1.7245216951776,0.408,0.592
"ysf","OATI",1.49244193355451,-0.330385677129261,3.26391106113637,0.9225,0.0775
"ysf","VESP",0.829384155850222,-0.965092157607937,2.90491302831937,0.7575,0.2425
"ysf","YBCH",0.0217674088520681,-2.29541899217342,2.33336866653317,0.5105,0.4895
"ysf","MWCS",-0.202285937502766,-2.09693986546429,1.69093623324076,0.449,0.551
"ysf2","ACWO",0.10374308409756,-0.341262599998109,0.483459936740987,0.667,0.333
"ysf2","AMRO",-0.0479279021704184,-0.460963242342378,0.301923559314782,0.414,0.586
"ysf2","ANHU",-0.339478834520418,-0.766799755087532,0.0757831059537681,0.092,0.908
"ysf2","ATFL",0.185761111581283,-0.505461128394199,0.856572308408181,0.663,0.337
"ysf2","BBWO",-0.924584161443826,-1.7368669837067,-0.0449928938049733,0.0275,0.9725
"ysf2","BCSP",-0.546548458564434,-1.50667107670512,0.324360217823901,0.184,0.816
"ysf2","BEWR",-0.817101411771065,-1.25985869882705,-0.382433392737454,0.0015,0.9985
"ysf2","BGGN",0.13413994352494,-0.370215528787289,0.619490100453975,0.6795,0.3205
"ysf2","BHCO",-0.435036812601824,-0.861068928690206,-0.0752190827831531,0.036,0.964
"ysf2","BHGR",-0.223515300578409,-0.45177495150155,0.0100029688302063,0.0535,0.9465
"ysf2","BRBL",-0.593198671651278,-1.43469407214449,0.172974604756048,0.1055,0.8945
"ysf2","BRCR",-0.900862243990612,-1.25801056680956,-0.559137873308268,0,1
"ysf2","BRSP",-1.00057286525442,-1.59150992225341,-0.423148793939619,0,1
"ysf2","BTPI",-0.0209513743114237,-0.556426797267258,0.561042289786385,0.458,0.542
"ysf2","BTYW",0.756043270866688,0.344168826874148,1.11453701216143,1,0
"ysf2","BUOR",-0.882978856817354,-1.79965539989831,-0.00417597405127415,0.0425,0.9575
"ysf2","BUSH",-0.248511984116688,-0.935590009461626,0.464478217093233,0.262,0.738
"ysf2","CAFI",-0.0330916468400704,-0.301876735187246,0.284659674384478,0.4445,0.5555
"ysf2","CAHU",0.00632170792697287,-0.515262963478305,0.585317353990547,0.521,0.479
"ysf2","CANW",-0.970450903803726,-1.72420267206649,-0.194448557131556,0.0145,0.9855
"ysf2","CAQU",-0.311878166780553,-1.06456566320697,0.293133900203255,0.1955,0.8045
"ysf2","CAVI",0.203226946379542,-0.117069370023841,0.49568510028987,0.862,0.138
"ysf2","CBCH",0.473812593568424,-0.116628930874085,1.05469890490692,0.912,0.088
"ysf2","CHSP",-0.512725518086143,-0.856480922948247,-0.15894583599093,0.0115,0.9885
"ysf2","DEJU",0.445199961640983,0.159514907002468,0.715973395280908,0.9955,0.00449999999999995
"ysf2","DOWO",-0.497168713290417,-1.32040554077117,0.3117265396619,0.171,0.829
"ysf2","DUFL",-0.208120607774664,-0.422637080919007,0.0233005401925535,0.064,0.936
"ysf2","EUST",-0.797191679136565,-1.61028771772252,0.04078465113675,0.0485,0.9515
"ysf2","EVGR",0.339906324192071,-0.134730086813836,0.774660580653903,0.8895,0.1105
"ysf2","FOSP",-1.1007286704898,-1.38913018003576,-0.798947729641188,0,1
"ysf2","GCKI",0.171453987645612,-0.23573907039381,0.591107218538907,0.758,0.242
"ysf2","GRFL",-0.102477907001338,-0.677438278542226,0.501623053834951,0.4015,0.5985
"ysf2","GTTO",-1.36262931729201,-1.73026014787313,-1.01030607382024,0,1
"ysf2","HAFL",0.912307251374019,0.33730011026028,1.47958434034095,0.9965,0.00349999999999995
"ysf2","HAWO",0.156004857120645,-0.149537153151348,0.416055727827907,0.8215,0.1785
"ysf2","HETH",0.713591774924055,0.15945556169058,1.23859977652181,0.9835,0.0165
"ysf2","HEWA",0.619670575299285,0.318667326202082,0.902348939552966,0.9995,0.000499999999999945
"ysf2","HOFI",0.0132445381337879,-0.609591586527301,0.679082867648541,0.5145,0.4855
"ysf2","HOWR",-1.6040199642348,-1.90888771627868,-1.29684783601401,0,1
"ysf2","HUVI",0.518347474283998,0.0684692091175995,0.961206483289964,0.9785,0.0215
"ysf2","LAGO",0.90138390909369,0.421727347649665,1.43360155458102,1,0
"ysf2","LASP",-0.55283430113965,-1.51043250953645,0.320713501427057,0.1645,0.8355
"ysf2","LAZB",-0.241790868629615,-0.457671498881169,-0.0380490812081359,0.0305,0.9695
"ysf2","LEGO",0.305000348264723,-0.0747749971227233,0.650753696783133,0.9205,0.0795
"ysf2","LEWO",-0.693809293303764,-1.41341260552566,-0.0676776616677676,0.0395,0.9605
"ysf2","LISP",-0.454193067231904,-0.969164482090019,0.106145940209642,0.0795,0.9205
"ysf2","MGWA",-1.16891139018769,-1.51427592916397,-0.831751781259623,0,1
"ysf2","MOBL",-0.331002900623126,-0.691655849197051,0.0181137870208052,0.0595,0.9405
"ysf2","MOCH",0.0712407094510235,-0.206815388126505,0.341729874409178,0.659,0.341
"ysf2","MODO",-0.0465761228603373,-0.479839928451108,0.375376116752466,0.4225,0.5775
"ysf2","MOUQ",-0.795054356760008,-1.16585216224972,-0.390678597789436,5e-04,0.9995
"ysf2","NAWA",-0.541791535198454,-0.801599671914154,-0.222451663933822,0.001,0.999
"ysf2","NOFL",-0.6437795967378,-0.912684992033302,-0.324449606689975,0,1
"ysf2","NUWO",0.057493969354313,-0.584262232124269,0.757249028509061,0.5705,0.4295
"ysf2","OSFL",-0.0477094915777981,-0.351711637273613,0.252141346102561,0.4015,0.5985
"ysf2","PAWR",0.0914326145872086,-0.600478012195181,0.668755621266873,0.583,0.417
"ysf2","PIGR",-0.349642540346389,-1.18087080634014,0.596536911587665,0.263,0.737
"ysf2","PISI",0.239423969311237,-0.138839376378392,0.690881531766141,0.8315,0.1685
"ysf2","PIWO",0.278073359697304,-0.372047037726161,0.922770106611224,0.763,0.237
"ysf2","PSFL",0.326183380359035,-0.265111670566455,0.870991377070466,0.827,0.173
"ysf2","PUFI",1.08083019105031,0.697435117312938,1.53638202366812,1,0
"ysf2","PYNU",-0.5953300931879,-1.14125067631007,-0.1091026714246,0.031,0.969
"ysf2","RBNU",0.37612992523357,0.106071382758783,0.701512106375039,0.985,0.015
"ysf2","RBSA",0.607491388833817,-0.254473129303635,1.47404494873009,0.8855,0.1145
"ysf2","RCSP",-0.53289339185621,-1.46485750659036,0.421302656403957,0.18,0.82
"ysf2","RECR",0.522351294160424,0.0115256772100461,1.06686302031381,0.9545,0.0455
"ysf2","ROWR",-1.01351989930845,-1.87385464755757,-0.217965319727339,0.011,0.989
"ysf2","SOGR",-0.434373056992474,-1.18280644043346,0.219597120380922,0.1465,0.8535
"ysf2","SOSP",-0.899424928824025,-1.38986136344439,-0.382803833915424,0.002,0.998
"ysf2","SPTO",-0.490813926296533,-0.739822429698512,-0.23247432905046,5e-04,0.9995
"ysf2","STJA",0.0829685282176363,-0.276814027905456,0.477981699389126,0.6335,0.3665
"ysf2","TOSO",0.525765223788917,0.074540785724123,0.90956058433526,0.983,0.017
"ysf2","VASW",-0.525976903908712,-1.46836343395179,0.43976970607482,0.1805,0.8195
"ysf2","WAVI",0.465204276265162,0.106696004768202,0.831340419418961,0.982,0.018
"ysf2","WBNU",-0.34692097947344,-0.796214688269102,0.16911126660325,0.1175,0.8825
"ysf2","WEBL",-0.857954802641258,-1.29201274874795,-0.437858171536898,0,1
"ysf2","WESJ",-0.0803040225373837,-0.564723122886385,0.428790032783753,0.401,0.599
"ysf2","WETA",1.1936001381741,0.814735050495213,1.57217843451966,1,0
"ysf2","WEWP",-0.103521189318828,-0.411074705507311,0.184138528483064,0.284,0.716
"ysf2","WHWO",0.615695348232477,0.225686070059124,1.06435976954788,0.9915,0.00849999999999995
"ysf2","WIWA",-0.281209133509582,-0.763772538966423,0.217812381499977,0.165,0.835
"ysf2","WREN",-0.0106601432984334,-0.574738269008239,0.528083994537057,0.4805,0.5195
"ysf2","YEWA",-0.753563890508143,-1.12684973049512,-0.380186091556289,5e-04,0.9995
"ysf2","YRWA",-0.508979044898409,-0.941422480481825,-0.0962242457967372,0.022,0.978
"ysf2","CALT",-0.433684954088387,-1.09971142866245,0.218741389306078,0.137,0.863
"ysf2","CLNU",-0.245706716606957,-0.941397315363315,0.465093872856743,0.273,0.727
"ysf2","RWBL",-0.446656916091489,-1.19367258307663,0.23635606185663,0.156,0.844
"ysf2","WISA",-0.255578295581684,-0.911263032830682,0.416855724933535,0.259,0.741
"ysf2","BESP",-0.557998846621386,-1.53434146346805,0.421626008986985,0.1715,0.8285
"ysf2","AMGO",-0.569738952793237,-1.47574247081502,0.381182963952731,0.153,0.847
"ysf2","OATI",0.0364396627964533,-0.584078252756585,0.675476874477579,0.54,0.46
"ysf2","VESP",-0.714144245541223,-1.59996323051526,0.0915564682235894,0.0715,0.9285
"ysf2","YBCH",-0.534587390647365,-1.42627781786249,0.517741540287649,0.178,0.822
"ysf2","MWCS",-0.699464793664017,-1.67060521310985,0.211094962040501,0.1055,0.8945
"dist","ACWO",0.582120421790529,0.187198896909642,0.889046101327757,0.9945,0.00549999999999995
"dist","AMRO",-0.0893816993217045,-0.397664769775779,0.263344755574432,0.3385,0.6615
"dist","ANHU",-0.0980809596805001,-0.483875008643306,0.20991313957766,0.3175,0.6825
"dist","ATFL",0.129424892777287,-0.655112583813434,0.869289771513684,0.603,0.397
"dist","BBWO",0.065829716103315,-0.304211421093121,0.44199324719961,0.6175,0.3825
"dist","BCSP",-0.121771103881335,-1.04634876320628,0.687319488950175,0.4125,0.5875
"dist","BEWR",0.294552413863599,-0.151985567900325,0.792940003117061,0.84,0.16
"dist","BGGN",-0.324519766420892,-0.837574457035666,0.191726109369238,0.154,0.846
"dist","BHCO",-0.228368769255538,-0.573157959524266,0.0942173606647331,0.133,0.867
"dist","BHGR",-0.0122402034452683,-0.233513382350959,0.193597589241882,0.4545,0.5455
"dist","BRBL",-0.770006340336686,-1.37006690683928,-0.0767046861141435,0.0165,0.9835
"dist","BRCR",-1.03155373931641,-1.34165203493703,-0.738241117678298,0,1
"dist","BRSP",0.0533899890425067,-0.518135757686981,0.66035199781415,0.5535,0.4465
"dist","BTPI",-0.0968448953598363,-0.647869774259328,0.468397875551583,0.386,0.614
"dist","BTYW",-0.564916453077156,-0.876073187588764,-0.23986013827368,0.0015,0.9985
"dist","BUOR",0.750468507555744,0.0687660190105564,1.41016532737075,0.972,0.028
"dist","BUSH",-0.462678485887771,-1.03650090977658,0.120547613688492,0.101,0.899
"dist","CAFI",-0.18479344543352,-0.404117591157869,0.0503975220472968,0.0905,0.9095
"dist","CAHU",-0.439000650667962,-0.885787301036901,-0.028001167951144,0.0455,0.9545
"dist","CANW",-0.159284647048006,-0.73188504567856,0.557842359274739,0.3475,0.6525
"dist","CAQU",-0.249809228246827,-0.776697229042357,0.286984322258989,0.2255,0.7745
"dist","CAVI",-0.849948102675312,-1.19132401927049,-0.511098783909514,0,1
"dist","CBCH",-0.507495961085047,-1.14312849130592,0.255516883723445,0.1145,0.8855
"dist","CHSP",0.13053086188876,-0.14511025777634,0.39815277296748,0.798,0.202
"dist","DEJU",-0.536527987318403,-0.865613885649069,-0.252341065062567,5e-04,0.9995
"dist","DOWO",0.23293533883257,-0.300794837728317,0.765255653225612,0.7635,0.2365
"dist","DUFL",0.0791811597567338,-0.150091437094758,0.291820151652795,0.7225,0.2775
"dist","EUST",0.827108914563983,0.115888439643821,1.53836771833228,0.9755,0.0245
"dist","EVGR",-0.95816131087089,-1.34592566069961,-0.520669458773653,0,1
"dist","FOSP",0.0660785508676655,-0.19888607872197,0.338797488436468,0.6585,0.3415
"dist","GCKI",-0.952094554153556,-1.34355565552832,-0.576946917978978,0,1
"dist","GRFL",-0.315656123401847,-0.86704010172501,0.215783267119113,0.166,0.834
"dist","GTTO",0.483518643446879,0.26432960912188,0.736126951565266,1,0
"dist","HAFL",-0.926783689428041,-1.32256164492782,-0.522074797221603,0,1
"dist","HAWO",0.374215393418627,0.149633557203949,0.586819813978691,0.997,0.003
"dist","HETH",-0.779998721646707,-1.20118582009681,-0.310633356574626,5e-04,0.9995
"dist","HEWA",-1.07598711145136,-1.38878229171021,-0.798315479152787,0,1
"dist","HOFI",-0.394928765845854,-1.00864533662047,0.26322114124795,0.1505,0.8495
"dist","HOWR",0.586425047946809,0.411699454899954,0.753543823656299,1,0
"dist","HUVI",-0.377078233082707,-0.809006929601749,0.0544536780615065,0.0725,0.9275
"dist","LAGO",-0.0842609928423547,-0.42854497513124,0.276982511437081,0.341,0.659
"dist","LASP",-0.178660820688703,-0.855043015042494,0.566410259830401,0.35,0.65
"dist","LAZB",0.286495950602343,0.100195046288886,0.449288488434034,0.9955,0.00449999999999995
"dist","LEGO",0.33326534783864,-0.0584258722927768,0.663023929808473,0.931,0.069
"dist","LEWO",0.618823705820577,0.00523779363168593,1.25097523448235,0.951,0.049
"dist","LISP",-0.197764713530187,-0.644519292011349,0.330697937743226,0.241,0.759
"dist","MGWA",-0.25580335963663,-0.513647039607897,-0.0168874961829685,0.0465,0.9535
"dist","MOBL",0.596316134863911,0.330776315350664,0.892392094308091,0.999,0.001
"dist","MOCH",-1.04047603987597,-1.30076777261944,-0.770480025034316,0,1
"dist","MODO",0.0971805205716455,-0.270605650227123,0.465275869896457,0.6645,0.3355
"dist","MOUQ",0.284544221783289,-0.061123285891016,0.595357601621931,0.9225,0.0775
"dist","NAWA",-0.189645387423612,-0.432183932017114,0.0600501619762585,0.104,0.896
"dist","NOFL",-0.0461878604716892,-0.308770446592467,0.187691550218463,0.3905,0.6095
"dist","NUWO",0.292999034980244,-0.499444559067384,1.07641427771916,0.7265,0.2735
"dist","OSFL",-0.27686697855784,-0.497135334489271,-0.0177501764303162,0.0265,0.9735
"dist","PAWR",-0.358278749658726,-0.980890827835858,0.256927546986651,0.162,0.838
"dist","PIGR",-0.0445234189760238,-0.782646537458807,0.691280453224505,0.4445,0.5555
"dist","PISI",-0.0401370582127326,-0.381687598016379,0.300063828717562,0.4285,0.5715
"dist","PIWO",-0.718447263447808,-1.26750537314921,-0.213272491879564,0.0105,0.9895
"dist","PSFL",-0.628927625469944,-1.11735727734744,-0.205783690398649,0.01,0.99
"dist","PUFI",-0.180436366372363,-0.475799918896472,0.0763645819213981,0.138,0.862
